Number,CommentText,Trinary,Source
269,PowerShell [command](https://msdn.microsoft.com/en-us/virtualization/windowscontainers/quick_start/quick_start_windows_10): `Enable-WindowsOptionalFeature -Online -FeatureName containers -All`,-1,StackOverflow
270,Thank you for this.,1,StackOverflow
271,super...works like a charm,1,StackOverflow
272,"I want to pass ""col(""dfperson.personid"") === col(""dfprofile.personid"")"" as a string in join function. How to do that?",0,StackOverflow
273,"For others that want to add future dates more easily try this, var components = DateComponents()&#xA            &#xA            &#xA            let futureDate = Calendar.current.date(byAdding: components, to: dateChosen), dateChosen is just this, let dateChosen: Date = Date()""",0,StackOverflow
274,"Awesome extension! Perfect for any intervals of any datetypes, exactly what I was looking for :).",1,StackOverflow
275,Thank you very much!!! You saved me a lot of time,1,StackOverflow
276,@Moses Koledoye I had the same issue as user2133814 had. Your 'contextlib' idea works well for me. I should live with this. Thanks.,1,StackOverflow
277,"Yep, works.",0,StackOverflow
278,This seems a little random - anything in particular that led you to this?,0,StackOverflow
279,"Simply awesome: ""let count = NSCountedSet(array: myArray).count(for: ""a"")""",1,StackOverflow
280,This issue appears to have returned for crt version 10.0.10240.16384. And makes debugging very difficult.,-1,StackOverflow
281,"I found that adding this directive to multiple elements in my component, due to the static `hammerInitialized` property, only the first element was wired up.",-1,StackOverflow
282,"I removed the check and it seems to work better for me. (out loud ""cool"" also.)",1,StackOverflow
283,IEx.Helpers.recompile/0 will crash running processes. It will also ignore compile errors by not loading the failed modules.  This makes it unusable for live coding.,-1,StackOverflow
284,"Yep, this does it. :D",1,StackOverflow
285,"Just linking to your own library is not a good answer. Linking to it, explaining why it solves the problem, providing code on how to do so and disclaiming that you wrote it makes for a better answer. See: [**What signifies “Good�?self promotion?**](http://meta.stackexchange.com/q/182212/200235)",-1,StackOverflow
286,"""Context is king""",0,StackOverflow
287,Thanks for sharing your answer. You just saved me a ton of time!,1,StackOverflow
288,nginx configuration is totally irrelevant here.,0,StackOverflow
289,Nice. +1. I'll have to test that out.,1,StackOverflow
290,"But how to handle date picker? In my case, i need to display a date picker control based on the type 'DATE' received from server.",0,StackOverflow
291,@erdemgc You should not miss to import FBSDKCoreKit,1,StackOverflow
292,Joshua!!  You are a life saver!!!  Thanks so much!,1,StackOverflow
293,"Hm, I wish this worked, but putting it in an initializer doesn't actually seem to require the files I want it to, at least when using the Rails 4+ spring-ified console (don't know how to test without Spring).",0,StackOverflow
294,EDIT: This answer worked for me: http://stackoverflow.com/a/31961065/337446,0,StackOverflow
295,"@TechZen When there's an NSError** parameter, the standard contract is that if you return nil you must set the error. It might have been pointing to garbage, and now the caller expects it to point to a valid object.",-1,StackOverflow
296,"@Eugene I have implemented both HTTP servers and clients and don't see a problem with @meagar's reasoning. And I don't see a relevance between implementation experience and knowledge about a given protocol. And actually, HTTP was meant to be ""RESTful"" from the get-go, but rapid abuse of the protocol led us to the abundantly RESTless Web we have today.",-1,StackOverflow
297,Thank you very much @mplungjan !,1,StackOverflow
298,"For the referencing collapsing, see http://thbecker.net/articles/rvalue_references/section_08.html. The entire article, in fact, from page 1, is a good read. Read from the beginning to get the context of things.",1,StackOverflow
299,Clever. ```padding-bottom``` to create space for the ```img```...,0,StackOverflow
300,The InetAddresses Guava class is very useful. Thanks!,1,StackOverflow
301,"It's always a good idea to put the actual answer and altered code here, for posterity -- we can't guarantee that jsFiddle or pastebin will exist for as long as this question does.",1,StackOverflow
302,I'll leave a rebuttal here if that's ok with you. :),-1,StackOverflow
303,@Bojangles: It doesn't matter because they do different things. (`.find` vs `.filter`). The performance test you added to your answer is irrelevant.,0,StackOverflow
304,"UINT_MAX + 1 *is*, however, guaranteed to wrap around to 0",0,StackOverflow
305,Thank you! Really helpful.,1,StackOverflow
306,@avrohom try again.  I updated the code.,0,StackOverflow
307,+1 for Moment.js.,0,StackOverflow
308,Most reliable way to do this consistently across browsers that I know of.,0,StackOverflow
309,"Please give a visual, you have two types of blue boxes, dark and light. They could be considered one blue box as the darker blue appears to be the header of the content in the lighter blue box. Do you want the lighter blue under the darker blue at all times? Then as a group _Liver Damage_ will be above _Kidney Dame_ on mobile and to the left on desktop?",1,StackOverflow
310,Always a good idea to sanitize user input -- especially since the end-of-line character is different on different platforms,1,StackOverflow
311,+1 This is a practical answer.,0,StackOverflow
312,"If you're not under any real performance constraints, there's nothing to say that you can't do this.  The only thing that will kill you is if you put your database and web front end on the same box (this will kill you performance-wise).",-1,StackOverflow
313,What if you don't have a user or password?,0,StackOverflow
314,This was exactly what I needed.,0,StackOverflow
315,"Also, I found out the reason why I was getting a ""seg fault"" is because I failed to add a title to the callout after setting the property to YES.  Once I added title selector it worked perfectly and shows the callout with title.",-1,StackOverflow
316,"That could definitely be the case.  This isn't really an issue since we're not using autowiring anymore, but for curious parties I was able to reproduce this in a very small project using an area chart provided by an Adobe example and a context containing a view which is the chart's parent.&#xAhttp://www.vershun.com/projects/flexdebugbug/Test.fxp&#xA&#xAIf you run it after import you'll see it throws the error.  Editing the compiler flags and setting debug to true will hide the error.  My best guess so far is the debug mode doesn't honor scoping the same way non-debug compiled swfs do.""",-1,StackOverflow
317,@JustinErswell See my updated query,0,StackOverflow
318,Why include the `GROUP BY` clause? Surely it will work just as well without it?,0,StackOverflow
319,Can we expect to be the only app? Do you have a source for that?,-1,StackOverflow
320,I guess you're right... I'm 99% tending towards your opinion. Just waiting for someone who might've had any/some other experience :),1,StackOverflow
321,Isn't this the same thing as listed in the original question?,0,StackOverflow
322,"Angular make it so easy, and also your answer is so nice descriptive",1,StackOverflow
323,"""Insert interval (p1,p2)"" you still have the problem of storing those huge numbers p1 and p2",-1,StackOverflow
324,yes but that is another scenario,0,StackOverflow
325,yes @Zinedin because you are using `System.out.println(positive),1,StackOverflow
326,"thank you, did it for me!",1,StackOverflow
327,That looks like a really useful plugin. It seems like it should be the default behavior. I'm going to try it out.,1,StackOverflow
328,I was hoping for a standard conforming solution. However if no other solution is presented soon I will accept your answer.,1,StackOverflow
329,It's already in there though. In the `java.awt.Point` class...,0,StackOverflow
330,"The since-posted indexes look ok. If non-clustered (default settings can be overridden), consider making them clustered.",-1,StackOverflow
331,"Indeed, I've missed that, thanks.&#xA",-1,StackOverflow
332,"I tried,but not work.",0,StackOverflow
333,Does the same go for `&` and `const`?,0,StackOverflow
334,You can see an example here: http://www.asp.net/web-api/overview/getting-started-with-aspnet-web-api/action-results,0,StackOverflow
335,"When I remove both cases, I then have no ""attribute"" units, so how do I ""init"" the classes if that makes sense?   I just tried type.__init__(self) but then when I print ""type.feet()"" it comes out as unsuported operand type for * instance and float, but .value should be a float, not an instance.",1,StackOverflow
336,@matt_tm It did in my link. How do you use `$displayName` afterwards?,0,StackOverflow
337,"disregard...  df['SD.prevmo'].fillna(method='ffill', inplace=True) was the missing piece. thanks again John Galt.",-1,StackOverflow
338,My update shows how to retrive 'security.token_storage' service using Autowire. Symfony >= 3.3 is required.,1,StackOverflow
339,Thank you very much for your feedback!It does work indeed!,1,StackOverflow
340,i tried it with my program but it gives me error,-1,StackOverflow
341,"Curious, could a `var window = {}",0,StackOverflow
342,one way would be to load the file as a list of characters using a container from stl e.g. std::list<char> then just walk through the list eliminating all vowels ignoring any other chars.,0,StackOverflow
343,"I guess this solves the problem of getting out of the loop, but I am not sure if this solves the problem of keeping in the loop when the number enter by the user is greater than 6.",1,StackOverflow
344,"Hi, Thank you very much for explanation!",1,StackOverflow
345,"one question, why do you write [1] in .split(""@"")[1] ?",0,StackOverflow
346,"If you are using FireFox, I recommended download FireBug which will show you the AJAX requests made in console: http://getfirebug.com/&#xAIf using Chrome, you can use the Developer Toolbar to view the remote requests.""",0,StackOverflow
347,yes. lower android API level,0,StackOverflow
348,Could you post the code?,0,StackOverflow
349,"It is a C# 6 compiler feature, not a .NET 4.6 feature. You can run code using the nameof operator on .NET 4.0 onwards (I'm pretty sure you could target any version of the framework, but I happen to have tested .NET 4.0...!)",1,StackOverflow
350,"Hi fl00r, thanks for the reply used rvm use 1.8.7 and got Using /usr/local/rvm/gems/ruby-1.8.7-p302&#xA",1,StackOverflow
351,"For who ended up here because the icedtea6-native recipe was failing in Yocto: `EXTRA_OEMAKE += ""DISABLE_HOTSPOT_OS_VERSION_CHECK=ok"" `",-1,StackOverflow
352,"thanks....changing the datatype of ""a"" to double i get the correct o/p,,, :D",1,StackOverflow
353,Good idea but this plugin only works in new browsers anyway.,1,StackOverflow
354,"@PabloMartinez FRC should take care of this in terms of performance, so you do not need a background thrad for fetching.",1,StackOverflow
355,I forgot to tell that my site located at /home/myusername/www. Maybe www-data user can't write to home directory? Maybe it can work only with /var/www? How can I configure it?,0,StackOverflow
356,"In the html source code, I see where the class is. But there is no text inside the tag which it's wrapped in.",-1,StackOverflow
357,"@OzgurTmp, where you propose to add this code? Have you noticed, that this is ASP.NET?",0,StackOverflow
358,"I would place each StackPanel inside a Grid, first. The Grid will stretch the full width and become the tap target, the 'root' visual for each item in the list. You may have to give the Grid a tiny alpha background colour (try it without first).",0,StackOverflow
359,"hey @MikeTaverne to be totally honest I just can't be bothered  :)  I googled this **'stackoverflow.com animate a constraint swift'** and found 100s of examples, it is such a common question.  cheers!",-1,StackOverflow
360,"Sorry about that. I'm on my phone, it should be lowercase. Just updated the answer",-1,StackOverflow
361,JPA does not creates entries by itself. Only if you persist entries.,0,StackOverflow
362,Apparently not because the field is explained in the docs: https://docs.djangoproject.com/en/1.5/topics/auth/customizing/#django.contrib.auth.models.CustomUser.USERNAME_FIELD,0,StackOverflow
363,I think I understand the source of your confusion: CTRL-C is an interrupt and Visual Studio generates a  DBG_CONTROL_C in debug mode for convenience purposes. Ctrl-C is not an exception what is being reported is the DBG_CONTROL_C exception generated by debug mode.,-1,StackOverflow
364,"it solved part of my problem too, thanks.",-1,StackOverflow
365,"Thanks for the reply, but this made no difference. The Groovy dependencies still specify 2.3.10, and running the test gets the same error.",-1,StackOverflow
366,@Toby check my answer below,0,StackOverflow
367,Am I correct in that upon each return of AsyncTask I have to issue a new AsyncTask?,0,StackOverflow
368,"No i'm calling a xml file, and i want to write the ip address in my textfield and when i press the back button it should save and load the ip address.",0,StackOverflow
369,@SouravGhosh Perhaps it depends on the version of the standard. I have `N1570`.,0,StackOverflow
370,"thanks a lot for your answer, following your links I was able to find [Immediate Requests](http://openid.net/specs/openid-authentication-2_0.html#anchor28) specs which sounds promising, but it is not in OpenID Connect for some reason.",1,StackOverflow
371,Do you know if it is removed?,0,StackOverflow
372,Also now I [found that](http://stackoverflow.com/a/24050911/1224211) OpenID Connect [does not support](http://lists.openid.net/pipermail/openid-specs-ab/Week-of-Mon-20130128/002981.html) Resource Owner Password Credentials Grant.,0,StackOverflow
373,my $PATH is :  /mnt/USERS/user1/:/home/myLogin/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games,0,StackOverflow
374,No improvement :(,0,StackOverflow
375,To expand: you would not change the source code of your web server by first choice .. instead add code to a servlet to do what you need.,-1,StackOverflow
376,No need to use [`.detach()`](http://api.jquery.com/detach/) unless you want to store what you've [`.remove()`](http://api.jquery.com/detach/)ed.,0,StackOverflow
377,"I don't see this as a compelling reason, at least not with this example: #1 there are far better alternatives (an array of `std::unique_ptr`, `boost::scoped_ptr`, or even `std::auto_ptr` would be better) and #2 it is highly unlikely the pointer arithmetic will generate more efficient code than a loop through indices instead of pointers.",0,StackOverflow
378,"I got it to work by using ""                 For Each company As Company In lCompany1 ,&#xA                Next""""""",0,StackOverflow
379,"But I still wonder why ""First"" wouldn't work",0,StackOverflow
380,This is how i configured it. as far as i am aware this is the only way to configure it,0,StackOverflow
381,I'll give it a try and let you know the result. Thanks so much!,1,StackOverflow
382,"True, thanks. It totally overlooked this.",-1,StackOverflow
383,Android Studio 0.6.1,0,StackOverflow
384,That is **the** answer!,1,StackOverflow
385,"Balus, I think I see how my answer could be slightly confusing. After reading yours, it would seem to me that we've offered the same solution.",0,StackOverflow
386,"I know, but that wasn't the purpose of the question!",1,StackOverflow
387,"You're absolutely right, I was about to change my comment after reading more about this issue. The key here is that to go to NFC you first convert to NFD.",0,StackOverflow
388,Read please: http://www.daniweb.com/web-development/php/threads/285850/settings-database-mysql-time-zone-help,1,StackOverflow
389,"That's a bad solution: now the database will have 'UNKNOWN' as the value, but the entity in memory will still have null. The Hibernate documentation discourages the usage of dynamic inserts and updates.",-1,StackOverflow
390,Thanks for the info! I'll try again later this month to see if it's fixed.,1,StackOverflow
391,"Yes, I believe that is what caused this over what used to work fine.  I added the feature to the App ID on the portal, after which the provisioning profiles were marked ""Invalid"" in that portal.  I regenerated them, and they were corrected.  I reinstalled the new versions.",1,StackOverflow
392,k.k.got that.then when i m coming back from second page to the respective position how to do that sir??,1,StackOverflow
393,"Hmm I tried to manually assign a value (-1) to Type[0] and I'm getting this error...&#xAprocessing.app.SketchException: unexpected token: [&#xA	at processing.mode.java.JavaBuild.preprocess(JavaBuild.java:326)&#xA	at processing.mode.java.JavaBuild.preprocess(JavaBuild.java:197)&#xA	at processing.mode.java.JavaBuild.build(JavaBuild.java:156)&#xA	at processing.mode.java.JavaBuild.build(JavaBuild.java:135)&#xA	at processing.mode.java.JavaMode.handleRun(JavaMode.java:176)&#xA	at processing.mode.java.JavaEditor$20.run(JavaEditor.java:481)&#xA	at java.lang.Thread.run(Thread.java:662)",-1,StackOverflow
394,See also http://stackoverflow.com/questions/15461737/how-to-execute-xpath-one-liners-from-shell for a catalog of XPath tools for U*x.,-1,StackOverflow
395,@ElgsQianChen Follow the link to the documenation - You will see *$No binding of this**,0,StackOverflow
396,I am using apache-jena-2.11.2.zip. I has modified my code according to your suggestion . Still getting blank in result.,0,StackOverflow
397,"Please, don't use ""u"", use ""you"" instead.",0,StackOverflow
398,Sorry! I haven't used inner binding... can't help you there :(,-1,StackOverflow
399,"I was just trying to point out that several of the OPs questions on this topic are quite misleading. In his first question, he stated: ""I would like to get the DOM of a website after js execution. I would also like to get all the content of the iframes in the website, similarly to what I have in Google Chrome's Inspect Element feature"". And in another question, it seems he is actually trying (and failing) to run GUI code in a separate thread. I have now suggested to him that using a separate *process* might a be better approach.",-1,StackOverflow
400,Much appreciated,1,StackOverflow
401,The fact that CVS is in the Data namespace is completely irrelevant. MVVM is at a different abstraction layer on top of that.,0,StackOverflow
402,"I'm not expecting a lot of code, a little pseudo code is enough. I think I didn't explain my problem good enough. I'm already able to unmask incoming websocket frames. But in this situation, when i send a big file, i.e. a jpg image file, from client to server, the sent binary is chunked in tcp. In this chunked stream there is the websocket frame (only one with fin bit set to 1!) and i dont know how to reassemble the chunked tcp stream, because there is still the one websocket frame. So i can't just concatenate the chunked tcp in a buffer",-1,StackOverflow
403,Edited to clarify.,0,StackOverflow
404,"I face one issue however, the selected directories are not indicated in the Files_name line edit in the dialog while the files are, although both **can** be selected and succesfully returned by the filesSelected(). Any workaround possible around this, to avoid the user ending up being confused?",-1,StackOverflow
405,Thanks :) it worked.,1,StackOverflow
406,-1 Fatal error:  Cannot use object of type stdClass as array,-1,StackOverflow
407,direct after execution of Marks query it is in @@rowcount,0,StackOverflow
408,Please show error coming  in console,-1,StackOverflow
409,your 'suggestion' belongs in a comment field.. his code clearly violates Single Responsibility Principal and Seperation of Concern,-1,StackOverflow
410,"_""The use of E-notation facilitates data entry and readability in textual communication since it minimizes keystrokes, avoids reduced font sizes and provides a simpler and more concise display, but it is not encouraged in publications.""_ https://en.wikipedia.org/wiki/Scientific_notation#E-notation",-1,StackOverflow
411,"I guess it depends on if you need to pass an argument to your async module, which is usually the case for me (eg. an `id` or other params). In the first example if `const asyncFunc = (id) => ...` then you could use `id` in your function. You'd call it like `asyncFunc(id).then(...)`. But if you don't need to pass any arguments, returning the Promise directly is fine as well.",1,StackOverflow
412,Thank you very much. That was so helpful!,1,StackOverflow
413,"Do you want files, or do you want URLs? Make up your mind.",0,StackOverflow
414,Thank you @david a. I added in the session the Connection objects of the individual users and it worked like a charm! :),1,StackOverflow
415,"Hello BVSmallman, I could do it that way and it's much easier too.",0,StackOverflow
416,But the idea of my program is to utilize try and catch exceptions which makes it more challenging to do.,0,StackOverflow
417,Thanks for the reply!,1,StackOverflow
418,"Actually, i got around that by piping in a one-line text file with 'n' as the only contents. It all works!",1,StackOverflow
419,Edit: Change `NSNotification` to `NSNotificationCenter` in `(void)callMethodInClassA` in ClassB,-1,StackOverflow
420,"Some hosts allow it some don't. If you're using a shared hosting account the limit may be in place to protect other customers. In my opinion 10 connections should do fine, and if you outgrow shared hosting you could always consider a VPS which offers much more control.",1,StackOverflow
421,The behavior I want:&#xA right-click : popup the browser's menu.&#xA&#xAProblem is that Firefox (at least) treats control-left-click as the SAME as right-click (it fires the oncontextmenu event).,0,StackOverflow
422,+1 for making it an extension method in addition to using generics.  Nicely done :),1,StackOverflow
423,"Sorry, I meant to say that when I remove <body>{{> wall}} </body>, I loose all functionality in my app.",-1,StackOverflow
424,I will look into your added edit. Very cool! Thank you! I marked as answer but don't have enough reputation for it to do anything :( Thanks again!,1,StackOverflow
425,this worked great thanks,1,StackOverflow
426,"ah sorry, fixing it",-1,StackOverflow
427,@SayanPal don't know what you are trying to do,0,StackOverflow
428,"It is probably it.  But I cannot change this setting. When I go to the Compatibility View Settings (this is on the customer server IE) the check box Display intranet sites in Compatibility view is checked and grayed. That is, I cannot change it.",0,StackOverflow
429,It seems like `tf.image.per_image_withening` is replaced by `tf.image.per_image_standardization` due to https://github.com/tensorflow/models/issues/693,1,StackOverflow
430,"In addition to your answer, I had to add superview to another line&#xA",0,StackOverflow
431,"Even though I moved away from this, I returned to this problem again for a different purpose. To anybody else looking into this problem: [there is a paper](https://www.cs.rutgers.edu/~decarlo/pubs/sg03.pdf) that talks about various contours from meshes that's worth reading. Working implementation of the methods discussed in the paper are [available here](https://github.com/garyzhao/Sketch3DToolkit).",-1,StackOverflow
432,Upvote for including your imports.,0,StackOverflow
433,"You can delete ""private let heightAdjustment: CGFloat = 30.0"" because you don't use it",0,StackOverflow
434,"I previously commented about being able to leave these values blank to just display the system-generated message, and while it works fine functionally, it appears that Apple will auto-reject your binary if you include these keys but do not set a value for them.",1,StackOverflow
435,"To @rmpsmp: thanks for the jsfiddle, but you should remove these lines&#xA    if(t<0 || t>1){return({x:null,y:null,isColliding:false})}&#xAIt is not really outside the segment: If a ball with 10 pixel radius have its centre 1 pixel above the vertical line start, it does not detect collision. as it will be <0.&#xAYou do not have this kind of problem in your example, but if you have a rectangle in the center of the window, you will see the problem.""",-1,StackOverflow
436,The alternative is to introduce a storage interface and unit test with a mock implementation I guess.,-1,StackOverflow
437,@livsik.. please look to my question.I also struck in displaying message in swift http://stackoverflow.com/questions/41198651/xcode-8-1-push-notifications-in-swift-2-3-with-firebase-integration-not-getting,-1,StackOverflow
438,Partial initialization in a protocol extension can also be combined with a failable initializer in a class/struct for a validating creational pattern: `init?(colorCode: String) { guard let color = NamedThing.colorFor(code: colorCode) else { return nil },-1,StackOverflow
439,"Hi freinds, please tell me whats is regToken and how did i generate and also what is Constants.LEGACY_SERVER_KEY please help me about this",1,StackOverflow
440,How can I understand if this is working for me. I submit form but there are no challenge for my form?,-1,StackOverflow
441,I can confirm that setting `window.angularComponent[Ref]` inside the component will not compile with latest setup.,0,StackOverflow
442,"However using `window['angularComponentRef']` will do just fine. This answer is excellent, thanks for your contributions günter",1,StackOverflow
443,"The above solution didn't work for me, but the answer at this [link](https://stackoverflow.com/questions/39560288/unable-to-run-xamarin-android-project) did.",0,StackOverflow
444,"@FI0v0 ... ya i have started the broker with my configuration ... i am running it on websocket support given by ""paho"" in python and agular JS",-1,StackOverflow
445,"Select the text and right click, choose `Fold lines like this`.",1,StackOverflow
446,"This is ES6 syntax, it [works fine](http://jsbin.com/kiweda/2/edit?js,output) in a sufficiently modern browser.",1,StackOverflow
447,"Thanks @parliament, for the feedback. I've updated the answer",1,StackOverflow
448,@Alex Riley - 100.77600002288818 seconds using groupby plus bfill (the non-null value's position is known) versus 1.2479996681213379 seconds using groupby then map. Plus one!,1,StackOverflow
449,"See [MD2, MD4, MD5, SHA1, SHA224, SHA256, SHA384, SHA512 (Swift 3)](http://stackoverflow.com/documentation/swift/7885/cryptographic-hashing/25614/md2-md4-md5-sha1-sha224-sha256-sha384-sha512-swift-3) in Documentation",0,StackOverflow
450,"Not working: &#xA{ """"conf"""": {""""org.apache.hadoop"""": """"org.apache.hadoop:hadoop-azure:2.7.2"""" }}&#xAthen:&#xA>JavaSparkContext ct = new JavaSparkContext()	0",,StackOverflow
451,I have used it like this: `var negatedArray = myArray.map(value => value !== 0 ? -value: value ),1,StackOverflow
452,"I have similar problem. Depending on some cases I need to show one of 100 pngs, how to do that with data binding?",-1,StackOverflow
453,"Just a note for people trying step 1 : do it for each target you have, that did it for me! :)",1,StackOverflow
454,wow! multiple yielding of conditionals instead of short-circuiting... mind blown!,1,StackOverflow
455,for me import is working only `import { getMuiTheme } from 'material-ui/styles',0,StackOverflow
456,"What does ""You can set it from `general`"" mean.  Who's the general, where does he live, and what army?  Need more context please.",1,StackOverflow
457,"@chiborg -- thank you for that extra tidbit regarding the symbolic link, definitely needed!",1,StackOverflow
458,"I'm on rc4 now and none of these work anymore. The objects do not contain ```tick()```, ```run()``` and ```detectChanges()``` anymore",0,StackOverflow
459,Thank you! I then had to run `gem install rails` to get rails and it was all working,1,StackOverflow
460,"@Delioth Hey! wait a minute:`>>> import re, >>> x.findall(""(this is (haha) a string(()and it's sneaky)) ipsom (lorem) bla""), ['(haha)', ""(()and it's sneaky))"", '(lorem)']` This doesn't work!",1,StackOverflow
461,Only correct answer helped me,0,StackOverflow
462,"@Nkosi, this is a great solution. However, with .Net Core 1.1 the Type.IsClass and Type.IsInterface properties are not available. As Felix pointed out a GetTypeInfo() is missing. Would you mind updating your code, since the question is about (ASP) .Net Core?",1,StackOverflow
463,"Thanks, It works.",1,StackOverflow
464,"when filling the buffer I get `Cannot assign through subscript, subscript is get only` error",-1,StackOverflow
465,Thanks man!! It worked.,1,StackOverflow
466,After installing the package VS still complaining!,-1,StackOverflow
467,"@warrenm: dummy question, but how do you reference the metal file from the code snippet where you set the program?",0,StackOverflow
468,This method is annoying because there is absolutely no way to automate it.,-1,StackOverflow
469,The nice thing about using the %dep was that you could use the notebook API to load the jar,1,StackOverflow
470,"A right operand that is too large always leads to a result that is too large. The standard might be extra explicit and call out the two situations, but there's no difference between them for signed types",0,StackOverflow
471,"@sunilgogula please read my answer: ""Date.toString() uses your JVM's default timezone"". You just can't do this with a `Date`: you need to format it with a `DateFormat`.",-1,StackOverflow
472,@aleejelly i have now coloured them blue for you to see there is no overlapping http://fiddle.jshell.net/6pyny04p/5/,0,StackOverflow
473,@Roel Then contribute and update the examples then.,0,StackOverflow
474,Now behat works without behat.yml?,0,StackOverflow
475,"Thanks, user7013741973737",1,StackOverflow
476,"@confile Colors are immutable, so no, you have to create a new color with changed alpha.",0,StackOverflow
477,"Epic answer, respect to you sir.",1,StackOverflow
478,@OlegTikhonov done :),1,StackOverflow
479,I understand that. I need a way to make GlobalTable visible to other classes. At the moment it is done using singleton. Are there another way?,0,StackOverflow
480,"Update Url changed, see https://marketplace.eclipse.org/content/glassfish-tools which refers to http://www.oracle.com/technetwork/developer-tools/eclipse/downloads/index.html",0,StackOverflow
481,"...so to draw this back to the problem at hand rather than discussing this at the RFC level, why are you sending a POST again if you're not wanting to send the body on a 100-Continue?  You could get your Redirect from a GET request and then the amount of bandwidth being used is under control of the service and you avoid this quirk of IIS' implementation of Expect 100 Continue altogether.",-1,StackOverflow
482,"If you look at what QLineEdit's `text()` returns, you will see that it is a Qstring.",0,StackOverflow
483,"Now if you look at the QString documentation, you will see, how you can convert it to float: http://pyqt.sourceforge.net/Docs/PyQt4/qstring.html#toFloat",-1,StackOverflow
484,@Qaesar: what is the input string?,0,StackOverflow
485,"Okay, No problem ",-1,StackOverflow
486,"Thank you a lot, @Andrew!  You save my life!",1,StackOverflow
487,Doesn't work for me on mac. i found the 2 files but deleting them doesn't solve problem. Files are in /users/USER/Library/Application support/Code,-1,StackOverflow
488,"@Tamseyc On the left, I have selected jQuery to be included, and now it works fine for me: http://jsfiddle.net/bazmegakapa/7qwAE/5/",1,StackOverflow
489,"Argh, found so many of these questions and everywhere they fail to mention where to find the actual log files...",-1,StackOverflow
490,Is it so obvious that everyone already knows?,0,StackOverflow
491,"we can also do with array, but while finding number of integers we need to iterate over array until we found null to get actual length. it is easy with ArrayList, check updated answer @aldz24",0,StackOverflow
492,"from your link, I reached [this](http://stackoverflow.com/a/1274447/2326627) answer",0,StackOverflow
493,@tvanfosson Just what i was looking for! Thank you.,1,StackOverflow
494,There is a typo in your example: tv.getViewTreeObserver().removeOnPreDrawListener(this),0,StackOverflow
495,"You're right, that was the first approach",0,StackOverflow
496,"Guys, see my update. I did a experiment here with both queries in a table where there are more than one million of tuples. It would be nice if you @unosbaghaii do the same.",1,StackOverflow
497,@Deltics It depends. It's possible that this exception is intentional and normal. I believe that you are mistaken in your belief that all such exceptions must be defects.,-1,StackOverflow
498,The article from the VS developer contradicts your belief.,-1,StackOverflow
499,Did you read that article yet?,0,StackOverflow
500,@Abel the previous reply was before your update and the Quirks mode.,0,StackOverflow
501,"I'm not sure how to implement Peter's CData, wouldn't that turn off the javascript? if so then I imagine I turn off the javascript just for html validation then turn it back on.",0,StackOverflow
502,checking into the quirks mode and your update now.,0,StackOverflow
503,That should have worked. Try the edit.,0,StackOverflow
504,No I said that I'l find any other way till nw I was using ur solution.,0,StackOverflow
505,"I tried your solution on this command `until ""rsync --exclude-from /rsync-exclude-list.txt -av --delete --progress --stats --human-readable --checksum --timeout=3600 --partial-dir /tmp/ rsync://host:/tmp/ /tmp""Server 'myserver' crashed with exit code 127.  Respawning..`.""",-1,StackOverflow
506,Any ideas why?,0,StackOverflow
507,"@Johnathan, looking at the list, it seems that the new aliases (`sizeof`) is the preferred function, as it says the list is provided for people who want to bring the scripts `up-to-date`",0,StackOverflow
508,"is there no way to not depend on external tools? I mean, is there any way to do the authentication from my script itself?",0,StackOverflow
509,"@AudriusMeškauskas Nobody's offered anything better, and if someone asked me ""how do I sail my car across the ocean"" I wouldn't give them a detailed tutorial on how to convert it for amphibious use, I'd tell them ""get a boat"".",0,StackOverflow
510,Thank you for the explenation!,1,StackOverflow
511,I just updated my question. Would be so great if you could have a look at it.,1,StackOverflow
512,"Got it. The trouble is, I'm not familiar with the Window plugin... reading through the docs now.",-1,StackOverflow
513,@pearmak I already posted my workaround solution for that question. Give it a try.,0,StackOverflow
514,"Alright, take a look at [6.2.1.2 One-to-many](http://grails.org/doc/latest/guide/GORM.html).",0,StackOverflow
515,This is your database model. Does not matter when you add your subcategories one at a time or all together. Your model should be designed somehow to handle your requirement.,0,StackOverflow
516,if problem in my code means how it is working in ios6. That's is confused me.,-1,StackOverflow
517,"I too am not fluent with AFNetworking but [`AFHTTPSessionManager` docs](http://cocoadocs.org/docsets/AFNetworking/3.1.0/Classes/AFHTTPSessionManager.html#//api/name/PUT:parameters:success:failure:) don't show any way of including form data with `PUT` requests, only `POST`.",1,StackOverflow
518,"I'm not sure you can use the `parameters` arguments to pass video data but very doubtful.  Have you managed to get this done?  If so, how?",-1,StackOverflow
519,"@jalf: We realise that, which is why people are working to improve the toolchain and libraries.",1,StackOverflow
520,@John: I tried adding the reference to a Class Library project and it creates the Reference.cs file but it's empty!,1,StackOverflow
521,@Wade: I didn't vote your question down.,0,StackOverflow
522,"In fact, I was quite interested to know whether you generate signatures with incorrect padding by doing exactly what you describe or if your description simply was not that precise.",-1,StackOverflow
523,"To do so, I would have needed more input: e.g., the implementation of the signature generation, the signature itself, or the implementation of the verification.",0,StackOverflow
